
Profiler Report

Profile stats for: on_validation_epoch_start
         120 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1841    0.001    0.000    0.001    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: on_validation_epoch_end
         120 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 callback_hook.py:83(on_validation_epoch_end)
       15    0.000    0.000    0.000    0.000 training_io.py:177(get_model)
        5    0.000    0.000    0.000    0.000 model_hooks.py:23(is_function_implemented)
        5    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profilers.py:54(profile)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        5    0.000    0.000    0.000    0.000 profilers.py:209(stop)
       15    0.000    0.000    0.000    0.000 module.py:758(__getattr__)
       10    0.000    0.000    0.000    0.000 base.py:80(on_validation_epoch_end)
        5    0.000    0.000    0.000    0.000 hooks.py:235(on_validation_epoch_end)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}



Profile stats for: on_train_start
         144 function calls in 0.001 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 callback_hook.py:108(on_train_start)
        1    0.000    0.000    0.001    0.001 progress.py:318(on_train_start)
        1    0.000    0.000    0.001    0.001 progress.py:269(init_train_tqdm)
        1    0.000    0.000    0.000    0.000 std.py:511(__new__)
        1    0.000    0.000    0.000    0.000 _monitor.py:32(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:834(start)
        1    0.000    0.000    0.000    0.000 std.py:787(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:534(wait)
        1    0.000    0.000    0.000    0.000 threading.py:264(wait)
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 std.py:1292(refresh)
        1    0.000    0.000    0.000    0.000 std.py:1420(display)
        1    0.000    0.000    0.000    0.000 std.py:1067(__repr__)
        2    0.000    0.000    0.000    0.000 utils.py:315(_environ_cols_linux)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        1    0.000    0.000    0.000    0.000 std.py:310(format_meter)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        1    0.000    0.000    0.000    0.000 std.py:1405(format_dict)
        2    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        1    0.000    0.000    0.000    0.000 std.py:303(print_status)
        2    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        2    0.000    0.000    0.000    0.000 training_io.py:177(get_model)
        2    0.000    0.000    0.000    0.000 std.py:95(__enter__)
        3    0.000    0.000    0.000    0.000 std.py:87(acquire)
        1    0.000    0.000    0.000    0.000 std.py:297(fp_write)
        2    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        2    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        1    0.000    0.000    0.000    0.000 std.py:227(format_interval)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        2    0.000    0.000    0.000    0.000 std.py:98(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 std.py:91(release)
        3    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 profilers.py:54(profile)
        1    0.000    0.000    0.000    0.000 profilers.py:209(stop)
        1    0.000    0.000    0.000    0.000 progress.py:247(is_disabled)
        1    0.000    0.000    0.000    0.000 utils.py:247(_supports_unicode)
        2    0.000    0.000    0.000    0.000 os.py:752(encode)
        2    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 std.py:287(status_printer)
        2    0.000    0.000    0.000    0.000 module.py:758(__getattr__)
        1    0.000    0.000    0.000    0.000 std.py:613(get_lock)
        1    0.000    0.000    0.000    0.000 distributed.py:24(wrapped_fn)
        1    0.000    0.000    0.000    0.000 threading.py:728(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:1131(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1225(current_thread)
        3    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 progress.py:243(is_enabled)
        1    0.000    0.000    0.000    0.000 std.py:1064(__del__)
        1    0.000    0.000    0.000    0.000 std.py:1074(__hash__)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        3    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 progress.py:149(on_train_start)
        1    0.000    0.000    0.000    0.000 utils.py:233(_is_utf)
        1    0.000    0.000    0.000    0.000 utils.py:263(_environ_cols_wrapper)
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:249(_release_save)
        1    0.000    0.000    0.000    0.000 threading.py:252(_acquire_restore)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x8b6d40}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 progress.py:235(refresh_rate)
        1    0.000    0.000    0.000    0.000 progress.py:239(process_position)
        1    0.000    0.000    0.000    0.000 model_checkpoint.py:271(on_train_start)
        1    0.000    0.000    0.000    0.000 progress.py:74(train_batch_idx)
        1    0.000    0.000    0.000    0.000 hooks.py:80(on_train_start)
        1    0.000    0.000    0.000    0.000 std.py:1238(close)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        2    0.000    0.000    0.000    0.000 threading.py:507(is_set)
        1    0.000    0.000    0.000    0.000 threading.py:1116(daemon)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}



Profile stats for: on_epoch_start
         760 function calls in 0.005 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.005    0.001 callback_hook.py:98(on_epoch_start)
        4    0.000    0.000    0.005    0.001 progress.py:322(on_epoch_start)
        8    0.000    0.000    0.005    0.001 std.py:1292(refresh)
        8    0.000    0.000    0.005    0.001 std.py:1420(display)
        8    0.000    0.000    0.005    0.001 std.py:1067(__repr__)
        4    0.000    0.000    0.004    0.001 std.py:1325(reset)
        8    0.004    0.000    0.004    0.001 std.py:310(format_meter)
        4    0.000    0.000    0.001    0.000 std.py:1341(set_description)
        8    0.000    0.000    0.001    0.000 std.py:1405(format_dict)
        8    0.000    0.000    0.000    0.000 utils.py:315(_environ_cols_linux)
       40    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        8    0.000    0.000    0.000    0.000 std.py:303(print_status)
        4    0.000    0.000    0.000    0.000 progress.py:107(total_val_batches)
        8    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        8    0.000    0.000    0.000    0.000 std.py:297(fp_write)
        4    0.000    0.000    0.000    0.000 trainer.py:886(disable_validation)
       16    0.000    0.000    0.000    0.000 training_io.py:177(get_model)
       16    0.000    0.000    0.000    0.000 utils.py:254(_is_ascii)
        4    0.000    0.000    0.000    0.000 trainer.py:891(enable_validation)
        8    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 model_hooks.py:23(is_function_implemented)
        8    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        4    0.000    0.000    0.000    0.000 model_hooks.py:29(is_overridden)
        8    0.000    0.000    0.000    0.000 std.py:227(format_interval)
       40    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
        8    0.000    0.000    0.000    0.000 std.py:154(__format__)
        8    0.000    0.000    0.000    0.000 std.py:87(acquire)
        4    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        8    0.000    0.000    0.000    0.000 std.py:91(release)
       16    0.000    0.000    0.000    0.000 module.py:758(__getattr__)
        8    0.000    0.000    0.000    0.000 os.py:752(encode)
        4    0.000    0.000    0.000    0.000 progress.py:98(total_train_batches)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       44    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        4    0.000    0.000    0.000    0.000 profilers.py:54(profile)
      168    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        8    0.000    0.000    0.000    0.000 std.py:145(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        4    0.000    0.000    0.000    0.000 profilers.py:209(stop)
       20    0.000    0.000    0.000    0.000 progress.py:70(trainer)
        8    0.000    0.000    0.000    0.000 utils.py:139(__format__)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        8    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        8    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        4    0.000    0.000    0.000    0.000 progress.py:152(on_epoch_start)
        8    0.000    0.000    0.000    0.000 utils.py:135(__init__)
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        8    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       12    0.000    0.000    0.000    0.000 {built-in method time.time}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        8    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 progress.py:376(convert_inf)
        8    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        4    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 base.py:92(on_epoch_start)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        4    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 hooks.py:205(on_epoch_start)



Profile stats for: on_train_epoch_start
         88 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 callback_hook.py:68(on_train_epoch_start)
       12    0.000    0.000    0.000    0.000 training_io.py:177(get_model)
        4    0.000    0.000    0.000    0.000 model_hooks.py:23(is_function_implemented)
        4    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       12    0.000    0.000    0.000    0.000 module.py:758(__getattr__)
        4    0.000    0.000    0.000    0.000 profilers.py:54(profile)
        4    0.000    0.000    0.000    0.000 profilers.py:209(stop)
        8    0.000    0.000    0.000    0.000 base.py:68(on_train_epoch_start)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        4    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        4    0.000    0.000    0.000    0.000 hooks.py:217(on_train_epoch_start)
        4    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: get_train_batch
         118255271 function calls (118239139 primitive calls) in 232.048 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
32244/16120    0.204    0.000  231.965    0.014 {built-in method builtins.next}
    16120    0.098    0.000  231.785    0.014 training_loop.py:1318(_with_is_last)
    16120    0.141    0.000  231.686    0.014 dataloader.py:362(__next__)
    16120    0.144    0.000  231.544    0.014 dataloader.py:401(_next_data)
    16116    0.157    0.000  231.077    0.014 fetch.py:42(fetch)
    16116    1.666    0.000  230.701    0.014 model.py:113(collate)
    16116    0.586    0.000  228.147    0.014 tokenization_utils_base.py:1763(batch_encode_plus)
    16116    1.183    0.000  215.342    0.013 tokenization_utils.py:476(_batch_encode_plus)
   257808    1.741    0.000  171.847    0.001 tokenization_utils.py:503(get_input_ids)
   257808    4.587    0.000  133.171    0.001 tokenization_utils.py:256(tokenize)
   257808    5.045    0.000  110.675    0.000 tokenization_utils.py:337(split_on_tokens)
   515616    0.916    0.000   90.217    0.000 tokenization_utils.py:357(<genexpr>)
   257808   18.154    0.000   89.301    0.000 tokenization_gpt2.py:232(_tokenize)
  1190852    7.051    0.000   45.192    0.000 tokenization_utils.py:376(convert_tokens_to_ids)
    16116    2.127    0.000   41.410    0.003 tokenization_utils.py:559(_batch_prepare_for_model)
  5021492    6.657    0.000   36.465    0.000 tokenization_utils.py:391(_convert_token_to_id_with_added_voc)
  5021492   10.770    0.000   29.808    0.000 tokenization_gpt2.py:242(_convert_token_to_id)
   257808    0.938    0.000   24.602    0.000 regex.py:329(findall)
   128904    2.416    0.000   21.823    0.000 tokenization_utils_base.py:1978(prepare_for_model)
  3805223   11.118    0.000   20.225    0.000 {method 'join' of 'str' objects}
  1289040   12.466    0.000   15.064    0.000 tokenization_utils.py:284(split_on_token)
   161136    1.744    0.000   15.060    0.000 tokenization_utils_base.py:1433(_get_padding_truncation_strategies)
   177252    1.178    0.000   14.528    0.000 tokenization_utils_base.py:145(__init__)
   257808    3.856    0.000   13.259    0.000 regex.py:435(_compile)
  5021492   12.936    0.000   12.936    0.000 tokenization_utils_base.py:733(unk_token)
  3784580    8.532    0.000   12.700    0.000 tokenization_gpt2.py:190(bpe)
   191852   11.479    0.000   11.479    0.000 tokenization_utils_base.py:749(pad_token)
   257808    4.497    0.000   11.041    0.000 tokenization_utils_base.py:911(all_special_tokens_extended)
   257808   10.405    0.000   10.405    0.000 {method 'findall' of '_regex.Pattern' objects}
 21214820    9.107    0.000    9.107    0.000 tokenization_gpt2.py:237(<genexpr>)
   177252    0.434    0.000    8.695    0.000 tokenization_utils_base.py:476(convert_to_tensors)
  4064866    5.712    0.000    8.567    0.000 {method 'extend' of 'list' objects}
   257808    1.228    0.000    8.211    0.000 tokenization_roberta.py:174(build_inputs_with_special_tokens)
    48348    8.123    0.000    8.123    0.000 {built-in method tensor}
 12386054    7.880    0.000    7.880    0.000 {method 'get' of 'dict' objects}
   257808    2.136    0.000    7.593    0.000 locale.py:651(getpreferredencoding)
    16116    1.506    0.000    7.144    0.000 tokenization_utils_base.py:1864(pad)
  2062464    5.547    0.000    6.086    0.000 tokenization_utils.py:269(<genexpr>)
   257808    2.747    0.000    5.406    0.000 tokenization_utils_base.py:886(special_tokens_map_extended)
   386712    0.829    0.000    5.263    0.000 tokenization_utils_base.py:853(cls_token_id)
   386712    0.793    0.000    4.984    0.000 tokenization_utils_base.py:834(sep_token_id)
   128904    0.355    0.000    4.607    0.000 tokenization_utils.py:237(num_special_tokens_to_add)
   177252    1.230    0.000    4.557    0.000 __init__.py:1000(__init__)
  8636628    3.925    0.000    4.409    0.000 {built-in method builtins.isinstance}
   773424    1.017    0.000    4.256    0.000 locale.py:593(setlocale)
   128904    0.841    0.000    4.148    0.000 tokenization_roberta.py:230(create_token_type_ids_from_sequences)
   128904    2.115    0.000    4.082    0.000 tokenization_utils_base.py:2183(_pad)
  5073620    4.002    0.000    4.002    0.000 {method 'split' of 'str' objects}
   177252    1.359    0.000    3.205    0.000 _collections_abc.py:824(update)
   773424    3.145    0.000    3.145    0.000 {built-in method _locale.setlocale}
  7873028    2.855    0.000    2.855    0.000 tokenization_gpt2.py:239(<genexpr>)
  2062464    2.658    0.000    2.658    0.000 {built-in method builtins.getattr}
   159620    0.403    0.000    2.604    0.000 tokenization_utils_base.py:841(pad_token_id)
  3784580    2.291    0.000    2.291    0.000 {method 'encode' of 'str' objects}
   128060    0.634    0.000    2.191    0.000 {built-in method builtins.min}
   522294    0.710    0.000    1.557    0.000 tokenization_gpt2.py:200(<lambda>)
   525744    1.288    0.000    1.512    0.000 tokenization_gpt2.py:90(get_pairs)
  5051106    1.462    0.000    1.462    0.000 {method 'append' of 'list' objects}
   257808    0.937    0.000    1.290    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
   257808    0.677    0.000    1.201    0.000 _bootlocale.py:33(getpreferredencoding)
3804354/3804350    1.123    0.000    1.123    0.000 {built-in method builtins.len}
   306156    0.572    0.000    1.070    0.000 enum.py:284(__call__)
   386712    1.035    0.000    1.035    0.000 tokenization_utils_base.py:757(cls_token)
   386712    0.936    0.000    0.936    0.000 tokenization_utils_base.py:741(sep_token)
   306156    0.478    0.000    0.730    0.000 types.py:164(__get__)
   451200    0.698    0.000    0.698    0.000 __init__.py:1028(__setitem__)
   257808    0.479    0.000    0.647    0.000 tokenization_roberta.py:254(prepare_for_tokenization)
   257808    0.524    0.000    0.524    0.000 {built-in method _locale.nl_langinfo}
   306156    0.498    0.000    0.498    0.000 enum.py:526(__new__)
   177252    0.182    0.000    0.484    0.000 abc.py:137(__instancecheck__)
   161160    0.323    0.000    0.365    0.000 tokenization_utils_base.py:169(__getitem__)
   145020    0.298    0.000    0.347    0.000 tokenization_utils_base.py:205(items)
   531732    0.334    0.000    0.334    0.000 {built-in method builtins.hasattr}
     1504    0.277    0.000    0.325    0.000 tokenization_utils_base.py:2103(truncate_sequences)
    16120    0.047    0.000    0.323    0.000 dataloader.py:356(_next_index)
   580080    0.321    0.000    0.321    0.000 {method 'pop' of 'dict' objects}
   177252    0.302    0.000    0.302    0.000 {built-in method _abc._abc_instancecheck}
    16120    0.198    0.000    0.253    0.000 sampler.py:206(__iter__)
   306156    0.251    0.000    0.251    0.000 enum.py:628(value)
   523708    0.224    0.000    0.224    0.000 {method 'add' of 'set' objects}
    16116    0.135    0.000    0.219    0.000 fetch.py:44(<listcomp>)
   199246    0.210    0.000    0.210    0.000 {method 'index' of 'tuple' objects}
   290040    0.209    0.000    0.209    0.000 {built-in method from_iterable}
   386712    0.202    0.000    0.202    0.000 tokenization_utils_base.py:1948(<genexpr>)
   580080    0.193    0.000    0.193    0.000 {method 'items' of 'dict' objects}
    16116    0.157    0.000    0.175    0.000 model.py:115(<listcomp>)
   257808    0.161    0.000    0.161    0.000 {method 'strip' of 'str' objects}
   273924    0.129    0.000    0.129    0.000 {method 'values' of 'dict' objects}
    16116    0.063    0.000    0.116    0.000 lightning.py:1733(hparams)
    16116    0.049    0.000    0.106    0.000 {built-in method builtins.all}
    32232    0.079    0.000    0.104    0.000 __init__.py:1030(__iter__)
    16116    0.099    0.000    0.099    0.000 model.py:137(<listcomp>)
    64452    0.083    0.000    0.083    0.000 model.py:25(__getitem__)
    16120    0.061    0.000    0.083    0.000 profilers.py:209(stop)
   127388    0.079    0.000    0.079    0.000 tokenization_utils_base.py:848(pad_token_type_id)
    16116    0.074    0.000    0.074    0.000 model.py:117(<listcomp>)
    16116    0.060    0.000    0.060    0.000 model.py:140(<listcomp>)
    48348    0.049    0.000    0.057    0.000 tokenization_utils_base.py:1939(<genexpr>)
    16116    0.034    0.000    0.034    0.000 model.py:138(<listcomp>)
    16116    0.031    0.000    0.031    0.000 {built-in method builtins.sum}
32244/32240    0.025    0.000    0.026    0.000 {built-in method builtins.iter}
    16116    0.016    0.000    0.016    0.000 file_utils.py:131(is_torch_available)
    16120    0.008    0.000    0.008    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.001    0.000 dataloader.py:287(__iter__)
        4    0.000    0.000    0.001    0.000 dataloader.py:393(__init__)
        4    0.000    0.000    0.000    0.000 dataloader.py:338(__init__)
        4    0.000    0.000    0.000    0.000 {method 'random_' of 'torch._C._TensorBase' objects}
        4    0.000    0.000    0.000    0.000 {built-in method empty}
        4    0.000    0.000    0.000    0.000 sampler.py:61(__iter__)
        4    0.000    0.000    0.000    0.000 dataloader.py:36(create_fetcher)
        4    0.000    0.000    0.000    0.000 {method 'item' of 'torch._C._TensorBase' objects}
        4    0.000    0.000    0.000    0.000 model.py:22(__len__)
        4    0.000    0.000    0.000    0.000 fetch.py:39(__init__)
        4    0.000    0.000    0.000    0.000 fetch.py:8(__init__)
        4    0.000    0.000    0.000    0.000 dataloader.py:297(_index_sampler)
        8    0.000    0.000    0.000    0.000 dataloader.py:293(_auto_collation)
        4    0.000    0.000    0.000    0.000 dataloader.py:353(__iter__)



Profile stats for: on_batch_start
         402900 function calls in 1.094 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    64464    0.420    0.000    0.650    0.000 training_io.py:177(get_model)
    16116    0.175    0.000    0.597    0.000 callback_hook.py:128(on_batch_start)
    16116    0.059    0.000    0.241    0.000 model_hooks.py:23(is_function_implemented)
    64464    0.180    0.000    0.180    0.000 module.py:758(__getattr__)
    16116    0.032    0.000    0.128    0.000 contextlib.py:116(__exit__)
    16116    0.013    0.000    0.096    0.000 {built-in method builtins.next}
    16116    0.025    0.000    0.083    0.000 profilers.py:54(profile)
    16116    0.045    0.000    0.058    0.000 profilers.py:209(stop)
    16116    0.054    0.000    0.054    0.000 {built-in method builtins.getattr}
    64464    0.050    0.000    0.050    0.000 {built-in method builtins.isinstance}
    32232    0.013    0.000    0.013    0.000 base.py:100(on_batch_start)
    16116    0.008    0.000    0.008    0.000 {method 'get' of 'dict' objects}
    16116    0.007    0.000    0.007    0.000 hooks.py:184(on_batch_start)
    16116    0.007    0.000    0.007    0.000 {built-in method builtins.callable}
    16116    0.005    0.000    0.005    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: on_train_batch_start
         402900 function calls in 0.812 seconds

   Ordered by: cumulative time

